,author,title,description,url,urlToImage,publishedAt,content,source.id,source.name
10,Christina Wyman,Parents who want to ban critical race theory don't get how education works,"An educator's top goal is to teach students to think. Parents who dictate curricula with their personal opinions, ideologies and biases hinder that goal.",https://www.nbcnews.com/think/opinion/schools-face-parents-who-want-ban-critical-race-theory-don-ncna1284185,"https://media-cldnry.s-nbcnews.com/image/upload/t_nbcnews-fp-1200-630,f_auto,q_auto:best/newscms/2021_46/3519945/211118-virginia-critical-race-theory-rally-ac-548p.jpg",2021-11-19T00:22:00Z,Parents and politicians across the country are interfering with the curricula that public schools use to teach students. State legislatures are passing laws to keep critical race theory out of school… [+5486 chars],nbc-news,NBC News
11,Dan De Luce and Abigail Williams,State Dept. names new chief of task force overseeing 'Havana Syndrome' response,"The State Department named a chief for the task force overseeing the response to the unexplained health incidents known as ""Havana Syndrome.""",https://www.nbcnews.com/politics/national-security/state-dept-names-new-chief-task-force-overseeing-havana-syndrome-respo-rcna4667,"https://media-cldnry.s-nbcnews.com/image/upload/t_nbcnews-fp-1200-630,f_auto,q_auto:best/rockcms/2021-09/210723-us-embassy-cuba-al-1458-389d3d.jpg",2021-11-05T17:09:07Z,"Secretary of State Antony Blinken on Friday named a new diplomat to lead a task force overseeing the response to the Havana Syndrome after the previous chief came under sharp criticism and resigned.… [+3503 chars]",nbc-news,NBC News
12,Ken Dilanian and Andrea Mitchell,CIA chief warns Russians of consequences if they caused 'Havana Syndrome',CIA chief William Burns warned Russian intel services of “consequences” if they're found to be behind the health incidents called “Havana Syndrome.”,https://www.nbcnews.com/politics/national-security/cia-director-warns-russians-consequences-source-havana-syndrome-rcna6684,"https://media-cldnry.s-nbcnews.com/image/upload/t_nbcnews-fp-1200-630,f_auto,q_auto:best/rockcms/2021-11/211124-william-burns-jm-1617-060e77.jpg",2021-11-24T22:17:55Z,CIA Director William Burns delivered a secret warning to Russian intelligence services that they will face consequences if they are responsible for the mysterious health incidents known as Havana Syn… [+2103 chars],nbc-news,NBC News
13,Ahiza García-Hodges,Questions have long swirled around who is liable for tragedies at concerts,"In the wake of a crowd surge at the Astroworld music festival in Houston that left nine dead, questions have arisen about who is liable in such tragedies.",https://www.nbcnews.com/business/business-news/questions-long-swirled-liable-tragedies-concerts-rcna5369,"https://media-cldnry.s-nbcnews.com/image/upload/t_nbcnews-fp-1200-630,f_auto,q_auto:best/rockcms/2021-11/211111-astroworld-mn-1920-f1f6d8.jpg",2021-11-12T23:12:42Z,"In the wake of a crowd surge at the Astroworld music festival in Houston that left nine dead, questions have arisen about who is liable in such tragedies.
More than a dozen lawsuits have already bee… [+3528 chars]",nbc-news,NBC News
14,Dareh Gregorian and Kyle Stewart,Marjorie Taylor Greene hit with four more fines for refusing to wear a mask,"Rep. Marjorie Taylor Greene has been hit with four more fines for refusing to wear a mask in the Capitol, and is now on the hook for over $15,000 in fines.",https://www.nbcnews.com/politics/congress/marjorie-taylor-greene-hit-four-more-fines-refusing-wear-mask-n1282902,"https://media-cldnry.s-nbcnews.com/image/upload/t_nbcnews-fp-1200-630,f_auto,q_auto:best/newscms/2021_44/3516368/211101-majorie-taylor-greene-jm-1448.jpg",2021-11-01T19:39:00Z,"Rep. Marjorie Taylor Greene, R-Ga., was hit with four more fines Monday for refusing to comply with House rules about masks.
The House Ethics Committee issued a notice saying Greene will have to pay… [+1225 chars]",nbc-news,NBC News
15,Brandy Zadrozny,Covid vaccines for children are coming. So is misinformation.,Dr. Natasha Burgert is well aware of the concerns parents have about the Covid-19 vaccines.,https://www.nbcnews.com/tech/tech-news/vaccine-misinformation-poised-spike-covid-shots-kids-roll-rcna4360,"https://media-cldnry.s-nbcnews.com/image/upload/t_nbcnews-fp-1200-630,f_auto,q_auto:best/rockcms/2021-11/211102-vaccine-children-misinformation-2x1-cs-f5a17f.jpg",2021-11-03T14:56:54Z,"Dr. Natasha Burgert is well aware of the concerns parents have about the Covid-19 vaccines.
The Kansas pediatrician, who is a spokesperson for the American Academy of Pediatrics, said shes already b… [+10431 chars]",nbc-news,NBC News
16,Pete Williams and Dartunorro Clark,Attorney General Garland orders federal prosecutors to prioritize air travel assault cases,Attorney General Merrick Garland on Wednesday directed U.S. prosecutors to make federal crimes on commercial airliners a priority following a spate of violent outbursts on planes.,https://www.nbcnews.com/politics/justice-department/attorney-general-garland-orders-federal-prosecutors-make-air-travel-assault-n1284596,"https://media-cldnry.s-nbcnews.com/image/upload/t_nbcnews-fp-1200-630,f_auto,q_auto:best/newscms/2021_47/3521109/211124-merrick-garland-ac-500p.jpg",2021-11-24T22:46:00Z,"WASHINGTON Attorney General Merrick Garland on Wednesday directed government prosecutors to make federal crimes on commercial airliners a priority following a spate of violent outbursts on planes.
I… [+1839 chars]",nbc-news,NBC News
17,Erik Ortiz,"Retailers ramp up security, cities reroute traffic to combat organized theft rings","A lingering fear of coordinated large-scale robberies is rattling retailers, not only in major cities but in suburbs not normally targeted.",https://www.nbcnews.com/business/business-news/retailers-ramp-security-cities-reroute-traffic-combat-organized-theft-rcna6476,"https://media-cldnry.s-nbcnews.com/image/upload/t_nbcnews-fp-1200-630,f_auto,q_auto:best/rockcms/2021-11/211124-Louis-Vuitton-al-1048-d9f717.jpg",2021-11-24T16:42:51Z,"Best Buy shoppers can expect to find more high-value merchandise behind locked shelves and a larger security presence in certain stores.
Along Rodeo Drive in Beverly Hills, California, a pair of pri… [+7925 chars]",nbc-news,NBC News
18,Danielle Campoamor,'Sad and angry and frustrated': Black moms on the Rittenhouse verdict,Last week a 12-person jury acquitted Kyle Rittenhouse of all charges related to his shooting and killing two people and injuring a third during a Black Lives Ma,https://www.nbcnews.com/news/nbcblk/sad-angry-frustrated-black-moms-rittenhouse-verdict-rcna6604,"https://media-cldnry.s-nbcnews.com/image/upload/t_nbcnews-fp-1200-630,f_auto,q_auto:best/rockcms/2021-11/211124-kyle-rittenhouse-al-1116-301959.jpg",2021-11-26T13:17:19Z,Last week a 12-person jury acquitted Kyle Rittenhouse of all charges related to his shooting and killing two people and injuring a third during a Black Lives Matter protest in the summer of 2020. Rit… [+10531 chars],nbc-news,NBC News
19,Ken Dilanian,FBI promises to help employees with Havana Syndrome symptoms,"In an internal email, the FBI told a former agent reporting symptoms of Havana syndrome that there were ""no medical programs in place"" to help him.",https://www.nbcnews.com/health/health-news/fbi-acknowledges-agents-may-havana-syndrome-symptoms-rcna6504,"https://media-cldnry.s-nbcnews.com/image/upload/t_nbcnews-fp-1200-630,f_auto,q_auto:best/rockcms/2021-11/211123-fbi-seal-crest-ew-154p-75a8f7.jpg",2021-11-24T09:30:05Z,The FBI is promising to make sure employees who have symptoms consistent with Havana Syndrome get access to medical care after a former agent suffering almost daily headaches was rebuffed when he sou… [+5029 chars],nbc-news,NBC News
